cycle_classifier,state_classifier,Abnormal mean F1-score,Abnormal mean Precision,Abnormal mean Recall,Normal mean F1-score,Normal mean Precision,Normal mean Recall,Overall mean F1-score,Overall mean Precision,Overall mean Recall,Abnormal std F1-score,Abnormal std Precision,Abnormal std Recall,Normal std F1-score,Normal std Precision,Normal std Recall,Overall std F1-score,Overall std Precision,Overall std Recall
RF,RF,66.2047327518566,64.678530763018,67.8571428571429,90.5007174703564,91.1452497771176,89.8713136729223,85.0355648535565,85.0355648535565,85.0355648535565,1.70105576461218,1.52342032867253,2.66113371574245,0.437800231843921,0.663613909789244,0.705842679235762,0.673012909972163,0.673012909972163,0.673012909972163
RF,DT,50.7703328973882,51.3417693659501,57.4952380952381,81.7027458661074,87.3737719127465,78.5067024128687,73.8912133891213,73.8912133891213,73.8912133891213,8.58124652347592,19.2966952198676,9.50727612514373,10.1500006625835,1.65478727852058,16.9395019318931,11.6622745769416,11.6622745769416,11.6622745769416
RF,ET,65.9118077943843,58.1503923071559,76.2666666666667,88.8181884830325,93.1608665400135,84.8927613941019,82.9979079497908,82.9979079497908,82.9979079497908,1.11285599123493,2.29227686892143,2.73278574239405,0.83788459545018,0.65512528044836,1.8683749788609,1.034181909083,1.034181909083,1.034181909083
RF,MLP,67.4886852455706,69.913282255513,65.8571428571429,91.3023752331773,90.7936593394336,91.8820375335121,86.1652719665272,86.1652719665272,86.1652719665272,4.07189762079189,8.77367045955348,3.37356671505876,1.71806043027439,0.80671559783905,3.35133082879048,2.46802613256405,2.46802613256405,2.46802613256405
DT,RF,66.0883926343816,63.9986085614147,68.3809523809524,90.3145671944781,91.2142907300203,89.4396782841823,84.8138075313807,84.8138075313807,84.8138075313807,1.94063916862601,1.790618723431,2.91683672973592,0.52459937937409,0.740195717697976,0.814850237652989,0.805966246165533,0.805966246165532,0.805966246165532
DT,DT,47.0255013091271,43.3292716190386,60.9333333333333,76.2644058210477,87.0710044874362,69.7426273458445,67.8075313807531,67.8075313807531,67.8075313807531,9.49213710489992,19.8481599288547,10.1997999180056,10.7677030498274,2.05598424129705,17.6425441366087,12.2117427481835,12.2117427481835,12.2117427481835
DT,ET,65.2872766602978,56.7911628664242,76.9809523809524,88.2566048974467,93.2454726333887,83.8069705093834,82.3075313807531,82.3075313807531,82.3075313807531,1.17612392464692,2.36013942876108,2.60839391596854,0.891883121009727,0.661312962353059,1.94624036599266,1.11812402129978,1.11812402129978,1.11812402129978
DT,MLP,67.3080306545056,69.5063385109976,65.8761904761905,91.2263130070432,90.785164926398,91.7345844504021,86.0543933054393,86.0543933054393,86.0543933054393,4.20853461749233,8.70274506637676,3.60411707134294,1.72393774719692,0.877383095095387,3.30619748167546,2.48015530212291,2.48015530212292,2.48015530212292
ET,RF,66.4798674730301,64.4833086391388,68.6571428571429,90.5246135822116,91.3740448745891,89.6970509383378,85.0753138075314,85.0753138075314,85.0753138075314,1.76486214597365,1.50104357448676,2.77368587502863,0.409703824158615,0.681327787542765,0.666752313090137,0.656397214282911,0.656397214282911,0.656397214282911
ET,DT,50.6023479712047,49.7662579812616,58.2952380952381,81.4632607138841,87.4594977392422,77.7640750670242,73.4874476987448,73.4874476987448,73.4874476987448,8.71295029587875,18.5595030208161,8.63289600447244,9.66771328987821,1.69967203890164,16.0632021915905,11.2574796324149,11.2574796324149,11.2574796324149
ET,ET,65.908821713447,57.8340976958056,76.7619047619048,88.739248013903,93.3001066950632,84.627345844504,82.8995815899581,82.8995815899581,82.8995815899581,1.05015803489873,2.04649196167576,2.42062190993121,0.743991935310794,0.582565721303703,1.65492658256773,0.931664912837498,0.931664912837498,0.931664912837498
ET,MLP,67.8938081900163,69.7646478018924,66.8,91.3110814289438,91.0125698226256,91.6782841823056,86.2133891213389,86.2133891213389,86.2133891213389,4.07848677658746,9.00852884357801,3.18163665294817,1.76447687522705,0.764010661570234,3.43538668957442,2.53224508913251,2.53224508913251,2.53224508913251
MLP,RF,61.2326467702663,59.644285970133,63.2761904761905,89.6208781238454,90.4957334979382,88.8176943699732,83.2071129707113,83.2071129707113,83.2071129707113,2.96002039143878,2.83609152943903,5.53089857096183,0.943315915086879,1.33110858650342,2.1535660868188,1.28651902927584,1.28651902927584,1.28651902927584
MLP,DT,50.9333865824861,53.7889649813256,52.6190476190476,85.4524554194499,87.2025107220601,84.8766756032171,77.7907949790795,77.7907949790795,77.7907949790795,5.19017662509106,12.879756192554,10.64400228206,7.26210316192264,1.76088038357434,12.2092044700688,7.77335143677771,7.77335143677771,7.77335143677771
MLP,ET,63.1206139636997,57.2064735991075,70.9047619047619,88.9013695715878,92.2749968656722,85.8391420911528,82.5585774058577,82.5585774058577,82.5585774058577,2.57733983920551,3.53760187629408,5.37800171944293,1.2153646019484,1.3915211401671,2.71225176042765,1.59782654455902,1.59782654455903,1.59782654455903
MLP,MLP,63.6772911336015,64.8791780856979,63.2571428571429,90.6319780417324,90.5459226081019,90.798927613941,84.7489539748954,84.7489539748954,84.7489539748954,4.16252262010428,7.55232964029376,5.35739470307492,1.71473780080152,1.26683679333608,3.39094508630997,2.39400390662268,2.39400390662268,2.39400390662268
RF,XGB,53.8926233104309,47.1178041627585,62.9523809523809,84.3669537744305,88.7778806747984,80.3753351206434,76.5481171548117,76.5481171548117,76.5481171548117,0.387500024124491,0.432728384845632,0.791107034563623,0.22089351916543,0.186821081892615,0.445395381389709,0.271966527196662,0.271966527196655,0.271966527196655
RF,NB,53.1378019538414,44.3033816683605,66.5714285714286,83.3407769249756,90.3014222653451,77.426273458445,75.0418410041841,75.0418410041841,75.0418410041841,0.329433097299935,1.25542655159879,2.9338898668094,1.12923841854161,0.64598959086704,2.33043579754431,1.190999608995,1.190999608995,1.190999608995
DT,XGB,55.1765378462094,46.7882354034327,67.2380952380953,83.9018588074059,89.7902320317704,78.7399463806971,76.2133891213389,76.2133891213389,76.2133891213389,0.938870862800651,0.801260176239441,1.36027208162721,0.366485414196786,0.402017498510918,0.495071992295426,0.512872413059884,0.512872413059885,0.512872413059885
DT,NB,52.9616724738676,41.7582417582418,72.3809523809524,81.01644245142,91.5540540540541,72.6541554959786,72.5941422594142,72.5941422594142,72.5941422594142,0,0,0,0,0,0,0,0,0
ET,XGB,53.8561053572178,46.7449341438703,63.5238095238095,84.1447374699521,88.8758295394532,79.8927613941019,76.2970711297071,76.2970711297071,76.2970711297071,0.287918748085092,0.391417354982831,0.436435780471983,0.198190019198068,0.106527207677858,0.359689218900771,0.248417198473599,0.248417198473597,0.248417198473597
ET,NB,53.2096126335282,44.6403936141295,66,83.6282390299484,90.1983809333086,77.9892761394102,75.3556485355648,75.3556485355648,75.3556485355648,0.652369189077018,0.805813641663176,3.21701823886753,0.819320307617936,0.801111746700642,1.87456794706845,0.809166510703501,0.809166510703504,0.809166510703504
MLP,XGB,51.2278204336043,43.2658031068437,63.1428571428572,82.8901905068153,89.2291650318448,77.4798927613941,74.3305439330544,74.3305439330544,74.3305439330544,1.21851719482785,2.26125333281491,3.46148225626405,1.71222831446653,0.859441274159411,3.26813940110901,1.94920259772256,1.94920259772256,1.94920259772256
MLP,NB,53.3006826356314,44.4077697169426,66.6666666666667,83.4729024993401,90.3305951277107,77.5871313672922,75.1882845188285,75.1882845188285,75.1882845188285,0.949642436465994,0.410735874313043,2.04262957995497,0.07299623177562,0.558762005219651,0.363663806065698,0.191739568826602,0.191739568826602,0.191739568826602
XGB,RF,66.3315814677386,63.7761690008837,69.1428571428572,86.872182808029,90.8546966052211,83.3914209115282,84.7907949790795,84.7907949790795,84.7907949790795,1.71135681709215,1.93492443365355,2.18009964614468,3.42294759606235,0.774824753281468,5.84209003938576,0.837081549110571,0.837081549110568,0.837081549110568
XGB,DT,46.8599463154531,43.1170058853752,61.047619047619,83.248110439812,89.5833914472132,78.722073279714,67.5523012552301,67.5523012552301,67.5523012552301,9.62156182412878,19.9796528683038,10.3931775982887,8.63748205014107,2.27722001083462,13.1309799995019,12.3807842465895,12.3807842465895,12.3807842465895
XGB,ET,65.4894736065193,57.0342744462651,77.047619047619,84.517687135015,90.4938395488913,80.0268096514745,82.4267782426778,82.4267782426778,82.4267782426778,0.890557681255531,1.90134114929156,2.46333660121477,7.80542358249962,2.54505751477163,11.6231511731735,0.887581733706966,0.887581733706966,0.887581733706966
XGB,MLP,67.570185304199,71.5526946042624,64.8571428571429,85.9162966343899,90.5137079443016,82.5254691689008,86.4435146443515,86.4435146443515,86.4435146443515,4.24922504286935,9.26667756574396,4.65499025137141,7.5598741995058,2.3249438245376,11.6351033433821,2.47499354329209,2.47499354329209,2.47499354329209
NB,RF,63.1959915247642,57.9549932010317,69.5238095238095,86.4933064087148,90.7698578881973,83.248436103664,83.0543933054393,83.0543933054393,83.0543933054393,1.30287705105191,1.2447372630822,2.21313334068995,7.02295790957973,2.21128933032006,10.7483513537734,0.620602383857376,0.620602383857377,0.620602383857377
NB,DT,52.9206638577739,50.0019584879489,57.7142857142857,86.3800094046774,90.4266188736765,83.278437380314,77.8033472803347,77.8033472803347,77.8033472803347,4.78582265367978,8.81298880854356,4.98887651569859,6.65882958988728,2.24617932650295,10.2722977435013,4.70915808664149,4.7091580866415,4.7091580866415
NB,ET,63.8382758908987,55.6475369201391,75.0476190476191,86.6458095583351,90.7988876438101,83.3847184986595,82.1338912133891,82.1338912133891,82.1338912133891,1.16843566650324,2.42866176865395,2.12105309060191,6.27778643793118,2.32743766398943,9.63992224549376,1.22416224588517,1.22416224588517,1.22416224588517
NB,MLP,66.042098284327,63.7432034409142,68.994708994709,87.0566970880591,90.9167059636424,84.0075910473838,85.0302185030218,85.0302185030218,85.0302185030218,4.33153262482926,6.8486974027645,4.42424231965436,6.10342225828056,2.26591372351193,9.38041696497747,2.5376474392399,2.5376474392399,2.5376474392399
XGB,XGB,55.5984555984556,46.7532467532468,68.5714285714286,83.7876614060258,90.1234567901235,78.28418230563,76.1506276150628,76.1506276150628,76.1506276150628,,,,,,,,,
XGB,NB,52.9616724738676,41.7582417582418,72.3809523809524,81.01644245142,91.5540540540541,72.6541554959786,72.5941422594142,72.5941422594142,72.5941422594142,,,,,,,,,
NB,XGB,54.275092936803,44.5121951219512,69.5238095238095,83.2605531295487,91.0828025477707,76.6756032171582,75.1046025104603,75.1046025104603,75.1046025104603,,,,,,,,,
NB,NB,53.7313432835821,44.1717791411043,68.5714285714286,83.1395348837209,90.7936507936508,76.6756032171582,74.8953974895398,74.8953974895398,74.8953974895398,,,,,,,,,
